Namespace(alpha=0.6, batch_size=32, beta_init=0.4, buffer_capacity=10000, clip_grad=False, device='cuda', envname='LunarLander-v2', epsilon_decay=0.9, epsilon_init=1, epsilon_min=0.01, epsilon_range=None, eval_episode=5, eval_period=1000, gamma=0.99, lr=0.001, max_episode_len=1000, model_dir='models/', n_iterations=300000, n_steps=1, natoms=51, no_dist=False, no_double=True, no_dueling=True, no_noisy=True, no_prioritized=True, noisy_std=0.5, save_model=False, start_update=100, target_update_period=100, vmax=100, vmin=-100, write_period=100)
Iteration:       0, Train reward:    4.251, Eval reward: -551.856, TD loss:  -9.271, Epsiode:    0, Epsilon:     1.0
Iteration:  151000, Train reward:  147.702, Eval reward:   -2.651, TD loss: 143.478, Epsiode:  235, Epsilon:    0.01
Iteration:  151100, Train reward:  126.625, Eval reward:   -4.186, TD loss: 153.477, Epsiode:  235, Epsilon:    0.01
Iteration:  151200, Train reward:  137.567, Eval reward:    4.541, TD loss: 143.757, Epsiode:  236, Epsilon:    0.01
Iteration:  151300, Train reward:  140.442, Eval reward:    4.366, TD loss: 147.718, Epsiode:  236, Epsilon:    0.01
Iteration:  151400, Train reward:   125.33, Eval reward:  -17.978, TD loss: 142.762, Epsiode:  236, Epsilon:    0.01
Iteration:  151500, Train reward:  140.386, Eval reward:    8.336, TD loss: 144.327, Epsiode:  236, Epsilon:    0.01
Iteration:  151600, Train reward:   135.94, Eval reward:  -10.017, TD loss: 145.087, Epsiode:  236, Epsilon:    0.01
Iteration:  151700, Train reward:  134.068, Eval reward:    7.637, TD loss: 149.918, Epsiode:  236, Epsilon:    0.01
Iteration:  151800, Train reward:  133.735, Eval reward:    30.98, TD loss: 167.329, Epsiode:  236, Epsilon:    0.01
Iteration:  151900, Train reward:  115.532, Eval reward:    7.675, TD loss: 165.471, Epsiode:  237, Epsilon:    0.01
Iteration:  152000, Train reward:  115.479, Eval reward:   35.459, TD loss: 154.502, Epsiode:  237, Epsilon:    0.01
Iteration:  152100, Train reward:  105.155, Eval reward:   33.345, TD loss: 143.476, Epsiode:  237, Epsilon:    0.01
Iteration:  152200, Train reward:  120.846, Eval reward:    36.22, TD loss: 155.199, Epsiode:  237, Epsilon:    0.01
Iteration:  152300, Train reward:    119.6, Eval reward:   20.809, TD loss: 158.246, Epsiode:  237, Epsilon:    0.01
Iteration:  152400, Train reward:  111.792, Eval reward:   31.609, TD loss: 138.307, Epsiode:  237, Epsilon:    0.01
Iteration:  152500, Train reward:  137.895, Eval reward:   27.891, TD loss: 153.115, Epsiode:  237, Epsilon:    0.01
Iteration:  152600, Train reward:  135.107, Eval reward:   17.434, TD loss: 163.311, Epsiode:  238, Epsilon:    0.01
Iteration:  152700, Train reward:  118.502, Eval reward:   52.835, TD loss: 135.419, Epsiode:  238, Epsilon:    0.01
Iteration:  152800, Train reward:   104.96, Eval reward:   33.728, TD loss: 131.058, Epsiode:  238, Epsilon:    0.01
Iteration:  152900, Train reward:  110.764, Eval reward:   20.393, TD loss: 143.821, Epsiode:  238, Epsilon:    0.01
Iteration:  153000, Train reward:  110.423, Eval reward:    29.38, TD loss: 119.305, Epsiode:  238, Epsilon:    0.01
Iteration:  153100, Train reward:  116.317, Eval reward:    3.116, TD loss: 147.448, Epsiode:  238, Epsilon:    0.01
Iteration:  153200, Train reward:   115.67, Eval reward:   24.719, TD loss: 140.638, Epsiode:  238, Epsilon:    0.01
Iteration:  153300, Train reward:   91.566, Eval reward:    8.494, TD loss: 145.314, Epsiode:  239, Epsilon:    0.01
Iteration:  153400, Train reward:  101.971, Eval reward:   13.832, TD loss: 133.497, Epsiode:  239, Epsilon:    0.01
Iteration:  153500, Train reward:  100.576, Eval reward:    7.577, TD loss: 140.317, Epsiode:  239, Epsilon:    0.01
Iteration:  153600, Train reward:  109.374, Eval reward:   17.274, TD loss: 148.749, Epsiode:  239, Epsilon:    0.01
Iteration:  153700, Train reward:  117.584, Eval reward:    8.761, TD loss: 156.094, Epsiode:  240, Epsilon:    0.01
Iteration:  153800, Train reward:  103.662, Eval reward:   21.393, TD loss: 140.839, Epsiode:  240, Epsilon:    0.01
Iteration:  153900, Train reward:  104.077, Eval reward:   10.839, TD loss: 143.947, Epsiode:  240, Epsilon:    0.01
Iteration:  154000, Train reward:  116.869, Eval reward:  133.787, TD loss: 132.361, Epsiode:  240, Epsilon:    0.01
Iteration:  154100, Train reward:   97.289, Eval reward:  157.616, TD loss: 154.482, Epsiode:  240, Epsilon:    0.01
Iteration:  154200, Train reward:  102.013, Eval reward:  139.644, TD loss: 150.264, Epsiode:  240, Epsilon:    0.01
Iteration:  154300, Train reward:  116.371, Eval reward:  134.763, TD loss: 144.185, Epsiode:  241, Epsilon:    0.01
Iteration:  154400, Train reward:  109.389, Eval reward:  145.045, TD loss: 153.119, Epsiode:  241, Epsilon:    0.01
Iteration:  154500, Train reward:  119.207, Eval reward:  150.887, TD loss: 127.223, Epsiode:  241, Epsilon:    0.01
Iteration:  154600, Train reward:  126.929, Eval reward:  140.662, TD loss: 138.755, Epsiode:  241, Epsilon:    0.01
Iteration:  154700, Train reward:  126.828, Eval reward:  136.397, TD loss: 137.638, Epsiode:  241, Epsilon:    0.01
Iteration:  154800, Train reward:  130.508, Eval reward:  139.731, TD loss: 162.736, Epsiode:  242, Epsilon:    0.01
Iteration:  154900, Train reward:   124.93, Eval reward:    141.9, TD loss:  142.71, Epsiode:  242, Epsilon:    0.01
Iteration:  155000, Train reward:  113.532, Eval reward:  189.705, TD loss: 135.941, Epsiode:  242, Epsilon:    0.01
Iteration:  155100, Train reward:  132.011, Eval reward:  163.645, TD loss: 150.733, Epsiode:  242, Epsilon:    0.01
Iteration:  155200, Train reward:  124.456, Eval reward:  170.373, TD loss: 141.112, Epsiode:  242, Epsilon:    0.01
Iteration:  155300, Train reward:  124.674, Eval reward:    177.6, TD loss: 154.487, Epsiode:  242, Epsilon:    0.01
Iteration:  155400, Train reward:  142.002, Eval reward:  172.209, TD loss: 134.998, Epsiode:  243, Epsilon:    0.01
Iteration:  155500, Train reward:  133.491, Eval reward:  173.907, TD loss: 159.274, Epsiode:  243, Epsilon:    0.01
Iteration:  155600, Train reward:  132.759, Eval reward:  168.409, TD loss: 121.648, Epsiode:  243, Epsilon:    0.01
Iteration:  155700, Train reward:  144.536, Eval reward:  171.887, TD loss: 147.694, Epsiode:  243, Epsilon:    0.01
Iteration:  155800, Train reward:  136.944, Eval reward:  166.793, TD loss:  133.26, Epsiode:  243, Epsilon:    0.01
Iteration:  155900, Train reward:  123.132, Eval reward:  170.559, TD loss: 137.105, Epsiode:  243, Epsilon:    0.01
Iteration:  156000, Train reward:  118.281, Eval reward:   171.11, TD loss: 136.125, Epsiode:  243, Epsilon:    0.01
Iteration:  156100, Train reward:  117.738, Eval reward:  157.168, TD loss: 157.452, Epsiode:  243, Epsilon:    0.01
Iteration:  156200, Train reward:  138.405, Eval reward:  165.773, TD loss: 136.439, Epsiode:  243, Epsilon:    0.01
Iteration:  156300, Train reward:  113.571, Eval reward:  162.526, TD loss: 139.614, Epsiode:  244, Epsilon:    0.01
Iteration:  156400, Train reward:  103.837, Eval reward:  175.361, TD loss: 136.226, Epsiode:  244, Epsilon:    0.01
Iteration:  156500, Train reward:  127.392, Eval reward:  176.713, TD loss: 153.066, Epsiode:  244, Epsilon:    0.01
Iteration:  156600, Train reward:  120.858, Eval reward:  161.557, TD loss: 138.732, Epsiode:  244, Epsilon:    0.01
Iteration:  156700, Train reward:  129.508, Eval reward:  159.374, TD loss: 148.154, Epsiode:  244, Epsilon:    0.01
Iteration:  156800, Train reward:  107.788, Eval reward:   174.24, TD loss: 131.947, Epsiode:  245, Epsilon:    0.01
Iteration:  156900, Train reward:  116.969, Eval reward:  177.222, TD loss: 160.137, Epsiode:  245, Epsilon:    0.01
Iteration:  157000, Train reward:  117.554, Eval reward:   53.746, TD loss: 157.317, Epsiode:  245, Epsilon:    0.01
Iteration:  157100, Train reward:   89.154, Eval reward:   58.521, TD loss: 131.603, Epsiode:  245, Epsilon:    0.01
Iteration:  157200, Train reward:  101.228, Eval reward:   53.268, TD loss: 132.633, Epsiode:  245, Epsilon:    0.01
Iteration:  157300, Train reward:   94.396, Eval reward:   57.988, TD loss: 146.633, Epsiode:  245, Epsilon:    0.01
Iteration:  157400, Train reward:  127.178, Eval reward:   27.243, TD loss: 138.234, Epsiode:  245, Epsilon:    0.01
Iteration:  157500, Train reward:    85.65, Eval reward:   48.725, TD loss: 118.622, Epsiode:  245, Epsilon:    0.01
Iteration:  157600, Train reward:  110.993, Eval reward:   63.931, TD loss: 131.891, Epsiode:  245, Epsilon:    0.01
Iteration:  157700, Train reward:  117.554, Eval reward:    49.36, TD loss: 163.778, Epsiode:  245, Epsilon:    0.01
Iteration:  157800, Train reward:   96.201, Eval reward:    66.37, TD loss: 141.962, Epsiode:  246, Epsilon:    0.01
Iteration:  157900, Train reward:  110.144, Eval reward:   43.562, TD loss:  155.97, Epsiode:  246, Epsilon:    0.01
Iteration:  158000, Train reward:   89.007, Eval reward:  200.608, TD loss: 146.491, Epsiode:  246, Epsilon:    0.01
Iteration:  158100, Train reward:  104.217, Eval reward:  175.311, TD loss:  151.19, Epsiode:  246, Epsilon:    0.01
Iteration:  158200, Train reward:   98.478, Eval reward:   174.72, TD loss: 146.413, Epsiode:  246, Epsilon:    0.01
Iteration:  158300, Train reward:   92.037, Eval reward:  172.121, TD loss: 141.167, Epsiode:  246, Epsilon:    0.01
Iteration:  158400, Train reward:   83.294, Eval reward:  171.165, TD loss: 157.146, Epsiode:  247, Epsilon:    0.01
Iteration:  158500, Train reward:  103.536, Eval reward:  176.898, TD loss:   152.3, Epsiode:  247, Epsilon:    0.01
Iteration:  158600, Train reward:   99.849, Eval reward:  176.455, TD loss: 153.549, Epsiode:  247, Epsilon:    0.01
Iteration:  158700, Train reward:  107.319, Eval reward:  184.603, TD loss: 124.175, Epsiode:  247, Epsilon:    0.01
Iteration:  158800, Train reward:   79.875, Eval reward:  159.732, TD loss: 145.002, Epsiode:  247, Epsilon:    0.01
Iteration:  158900, Train reward:   98.594, Eval reward:  161.885, TD loss:   129.4, Epsiode:  247, Epsilon:    0.01
Iteration:  159000, Train reward:   72.222, Eval reward:  114.041, TD loss: 153.686, Epsiode:  247, Epsilon:    0.01
Iteration:  159100, Train reward:  103.739, Eval reward:  149.051, TD loss: 143.269, Epsiode:  247, Epsilon:    0.01
Iteration:  159200, Train reward:    83.88, Eval reward:  143.259, TD loss: 148.888, Epsiode:  247, Epsilon:    0.01
Iteration:  159300, Train reward:  114.088, Eval reward:  142.319, TD loss:   136.2, Epsiode:  247, Epsilon:    0.01
Iteration:  159400, Train reward:   90.629, Eval reward:  142.259, TD loss: 152.967, Epsiode:  248, Epsilon:    0.01
Iteration:  159500, Train reward:   91.955, Eval reward:  149.296, TD loss: 163.578, Epsiode:  248, Epsilon:    0.01
Iteration:  159600, Train reward:   79.828, Eval reward:  146.796, TD loss: 150.882, Epsiode:  248, Epsilon:    0.01
Iteration:  159700, Train reward:   92.673, Eval reward:  154.252, TD loss: 139.995, Epsiode:  248, Epsilon:    0.01
Iteration:  159800, Train reward:   99.591, Eval reward:  135.612, TD loss: 136.045, Epsiode:  248, Epsilon:    0.01
Iteration:  159900, Train reward:   79.402, Eval reward:  159.011, TD loss: 149.616, Epsiode:  248, Epsilon:    0.01
Iteration:  160000, Train reward:   93.157, Eval reward:   46.589, TD loss: 141.011, Epsiode:  249, Epsilon:    0.01
Iteration:  160100, Train reward:   97.993, Eval reward:   22.615, TD loss: 150.687, Epsiode:  249, Epsilon:    0.01
Iteration:  160200, Train reward:   91.945, Eval reward:   18.615, TD loss: 150.238, Epsiode:  249, Epsilon:    0.01
Iteration:  160300, Train reward:   81.867, Eval reward:   26.004, TD loss: 149.112, Epsiode:  249, Epsilon:    0.01
Iteration:  160400, Train reward:  104.439, Eval reward:   27.859, TD loss: 131.246, Epsiode:  249, Epsilon:    0.01
Iteration:  160500, Train reward:   85.876, Eval reward:   23.231, TD loss: 140.331, Epsiode:  249, Epsilon:    0.01
Iteration:  160600, Train reward:   91.907, Eval reward:   25.632, TD loss: 132.387, Epsiode:  249, Epsilon:    0.01
Iteration:  160700, Train reward:   87.836, Eval reward:   18.935, TD loss: 143.766, Epsiode:  250, Epsilon:    0.01
Iteration:  160800, Train reward:  108.184, Eval reward:    33.34, TD loss: 143.046, Epsiode:  250, Epsilon:    0.01
Iteration:  160900, Train reward:  101.383, Eval reward:   37.553, TD loss:  153.72, Epsiode:  250, Epsilon:    0.01
Iteration:  161000, Train reward:  104.958, Eval reward:   49.698, TD loss: 147.589, Epsiode:  250, Epsilon:    0.01
Iteration:  161100, Train reward:  104.674, Eval reward:   50.916, TD loss: 114.478, Epsiode:  250, Epsilon:    0.01
Iteration:  161200, Train reward:   93.635, Eval reward:   52.921, TD loss: 175.652, Epsiode:  250, Epsilon:    0.01
Iteration:  161300, Train reward:   96.843, Eval reward:   49.979, TD loss: 142.289, Epsiode:  250, Epsilon:    0.01
Iteration:  161400, Train reward:   92.849, Eval reward:   34.555, TD loss: 150.179, Epsiode:  250, Epsilon:    0.01
Iteration:  161500, Train reward:   103.34, Eval reward:   76.224, TD loss: 153.342, Epsiode:  250, Epsilon:    0.01
Iteration:  161600, Train reward:  100.892, Eval reward:   23.782, TD loss: 161.376, Epsiode:  250, Epsilon:    0.01
Iteration:  161700, Train reward:   98.132, Eval reward:   44.372, TD loss: 145.864, Epsiode:  251, Epsilon:    0.01
Iteration:  161800, Train reward:  110.647, Eval reward:   31.264, TD loss:  134.51, Epsiode:  251, Epsilon:    0.01
Iteration:  161900, Train reward:   97.427, Eval reward:   33.512, TD loss: 131.307, Epsiode:  251, Epsilon:    0.01
Iteration:  162000, Train reward:  100.182, Eval reward:   36.979, TD loss: 142.731, Epsiode:  251, Epsilon:    0.01
Iteration:  162100, Train reward:  108.436, Eval reward:   36.349, TD loss: 140.038, Epsiode:  252, Epsilon:    0.01
Iteration:  162200, Train reward:   84.131, Eval reward:   21.928, TD loss: 153.259, Epsiode:  252, Epsilon:    0.01
Iteration:  162300, Train reward:   73.942, Eval reward:   12.645, TD loss: 142.821, Epsiode:  253, Epsilon:    0.01
Iteration:  162400, Train reward:   72.254, Eval reward:    8.797, TD loss: 153.236, Epsiode:  254, Epsilon:    0.01
Iteration:  162500, Train reward:   57.708, Eval reward:   20.946, TD loss: 153.216, Epsiode:  254, Epsilon:    0.01
Iteration:  162600, Train reward:   57.585, Eval reward:   15.616, TD loss: 142.928, Epsiode:  254, Epsilon:    0.01
Iteration:  162700, Train reward:   68.937, Eval reward:   14.807, TD loss: 152.487, Epsiode:  254, Epsilon:    0.01
Iteration:  162800, Train reward:   72.199, Eval reward:   18.329, TD loss: 151.203, Epsiode:  254, Epsilon:    0.01
Iteration:  162900, Train reward:   59.582, Eval reward:   21.032, TD loss: 160.743, Epsiode:  254, Epsilon:    0.01
Iteration:  163000, Train reward:   71.775, Eval reward:   26.863, TD loss: 149.632, Epsiode:  254, Epsilon:    0.01
Iteration:  163100, Train reward:   63.957, Eval reward:    4.863, TD loss: 146.768, Epsiode:  255, Epsilon:    0.01
Iteration:  163200, Train reward:   77.328, Eval reward:   26.212, TD loss: 125.803, Epsiode:  255, Epsilon:    0.01
Iteration:  163300, Train reward:   44.103, Eval reward:   25.281, TD loss: 148.151, Epsiode:  255, Epsilon:    0.01
Iteration:  163400, Train reward:   52.392, Eval reward:   14.403, TD loss: 147.131, Epsiode:  255, Epsilon:    0.01
Iteration:  163500, Train reward:   79.604, Eval reward:    18.17, TD loss: 136.874, Epsiode:  255, Epsilon:    0.01
Iteration:  163600, Train reward:   73.484, Eval reward:   24.298, TD loss: 161.677, Epsiode:  256, Epsilon:    0.01
Iteration:  163700, Train reward:   47.059, Eval reward:   32.122, TD loss: 134.793, Epsiode:  256, Epsilon:    0.01
Iteration:  163800, Train reward:    47.43, Eval reward:   25.047, TD loss: 140.488, Epsiode:  256, Epsilon:    0.01
Iteration:  163900, Train reward:   55.169, Eval reward:   11.772, TD loss: 149.962, Epsiode:  256, Epsilon:    0.01
Iteration:  164000, Train reward:   41.459, Eval reward:  -47.112, TD loss: 150.402, Epsiode:  256, Epsilon:    0.01
Iteration:  164100, Train reward:   85.451, Eval reward:   -34.81, TD loss: 154.802, Epsiode:  257, Epsilon:    0.01
Iteration:  164200, Train reward:   74.505, Eval reward:  -39.857, TD loss: 148.183, Epsiode:  257, Epsilon:    0.01
Iteration:  164300, Train reward:   88.663, Eval reward:  -58.131, TD loss: 144.941, Epsiode:  257, Epsilon:    0.01
Iteration:  164400, Train reward:   76.636, Eval reward:  -37.168, TD loss: 141.384, Epsiode:  257, Epsilon:    0.01
Iteration:  164500, Train reward:   74.994, Eval reward:  -30.705, TD loss: 150.911, Epsiode:  257, Epsilon:    0.01
Iteration:  164600, Train reward:   78.095, Eval reward:  -38.059, TD loss:  143.48, Epsiode:  257, Epsilon:    0.01
Iteration:  164700, Train reward:    96.81, Eval reward:  -26.526, TD loss: 150.139, Epsiode:  257, Epsilon:    0.01
Iteration:  164800, Train reward:    75.58, Eval reward:  -44.349, TD loss:  138.08, Epsiode:  257, Epsilon:    0.01
Iteration:  164900, Train reward:   75.181, Eval reward:  -41.631, TD loss: 148.308, Epsiode:  257, Epsilon:    0.01
Iteration:  165000, Train reward:   89.012, Eval reward:   -6.026, TD loss: 136.223, Epsiode:  257, Epsilon:    0.01
Iteration:  165100, Train reward:   91.978, Eval reward:  -10.995, TD loss: 145.792, Epsiode:  258, Epsilon:    0.01
Iteration:  165200, Train reward:   67.608, Eval reward:    2.538, TD loss: 158.507, Epsiode:  258, Epsilon:    0.01
Iteration:  165300, Train reward:   77.129, Eval reward:  -12.999, TD loss: 154.543, Epsiode:  258, Epsilon:    0.01
Iteration:  165400, Train reward:   75.208, Eval reward:  -10.877, TD loss: 148.079, Epsiode:  258, Epsilon:    0.01
Iteration:  165500, Train reward:   58.317, Eval reward:  -24.164, TD loss: 152.868, Epsiode:  258, Epsilon:    0.01
Iteration:  165600, Train reward:   75.361, Eval reward:    2.838, TD loss: 146.572, Epsiode:  258, Epsilon:    0.01
Iteration:  165700, Train reward:   56.924, Eval reward:  -18.487, TD loss:  143.87, Epsiode:  258, Epsilon:    0.01
Iteration:  165800, Train reward:   72.245, Eval reward:  -20.453, TD loss: 121.461, Epsiode:  258, Epsilon:    0.01
Iteration:  165900, Train reward:   81.211, Eval reward:   -8.997, TD loss: 141.867, Epsiode:  258, Epsilon:    0.01
Iteration:  166000, Train reward:   96.514, Eval reward:  215.162, TD loss: 157.163, Epsiode:  259, Epsilon:    0.01
Iteration:  166100, Train reward:   85.201, Eval reward:  227.271, TD loss: 158.587, Epsiode:  259, Epsilon:    0.01
Iteration:  166200, Train reward:   86.733, Eval reward:  218.366, TD loss:  149.66, Epsiode:  259, Epsilon:    0.01
Iteration:  166300, Train reward:   74.474, Eval reward:  205.431, TD loss: 144.808, Epsiode:  259, Epsilon:    0.01
Iteration:  166400, Train reward:   81.257, Eval reward:  211.061, TD loss: 165.463, Epsiode:  259, Epsilon:    0.01
Iteration:  166500, Train reward:   75.161, Eval reward:  210.958, TD loss: 144.316, Epsiode:  259, Epsilon:    0.01
Iteration:  166600, Train reward:   72.222, Eval reward:  220.902, TD loss: 154.012, Epsiode:  259, Epsilon:    0.01
Iteration:  166700, Train reward:   67.191, Eval reward:  225.663, TD loss: 140.589, Epsiode:  260, Epsilon:    0.01
Iteration:  166800, Train reward:   52.628, Eval reward:  230.134, TD loss: 144.102, Epsiode:  260, Epsilon:    0.01
Iteration:  166900, Train reward:   77.162, Eval reward:  220.517, TD loss: 145.302, Epsiode:  260, Epsilon:    0.01
Iteration:  167000, Train reward:   78.063, Eval reward:  115.135, TD loss: 135.113, Epsiode:  260, Epsilon:    0.01
Iteration:  167100, Train reward:   69.966, Eval reward:   119.25, TD loss:  125.22, Epsiode:  260, Epsilon:    0.01
Iteration:  167200, Train reward:   58.648, Eval reward:  122.789, TD loss: 143.854, Epsiode:  260, Epsilon:    0.01
Iteration:  167300, Train reward:   51.774, Eval reward:  116.185, TD loss: 156.151, Epsiode:  260, Epsilon:    0.01
Iteration:  167400, Train reward:   75.358, Eval reward:  113.482, TD loss: 133.188, Epsiode:  260, Epsilon:    0.01
Iteration:  167500, Train reward:   73.963, Eval reward:  129.512, TD loss: 149.595, Epsiode:  260, Epsilon:    0.01
Iteration:  167600, Train reward:   70.406, Eval reward:  130.265, TD loss: 143.715, Epsiode:  260, Epsilon:    0.01
Iteration:  167700, Train reward:   65.465, Eval reward:  110.187, TD loss: 137.851, Epsiode:  261, Epsilon:    0.01
Iteration:  167800, Train reward:   39.555, Eval reward:  113.892, TD loss: 150.441, Epsiode:  261, Epsilon:    0.01
Iteration:  167900, Train reward:   56.823, Eval reward:  117.128, TD loss: 144.591, Epsiode:  261, Epsilon:    0.01
Iteration:  168000, Train reward:   51.954, Eval reward:  -67.918, TD loss:  149.41, Epsiode:  261, Epsilon:    0.01
Iteration:  168100, Train reward:   52.379, Eval reward:  -55.668, TD loss: 168.623, Epsiode:  261, Epsilon:    0.01
Iteration:  168200, Train reward:    70.55, Eval reward:  -39.312, TD loss: 144.279, Epsiode:  261, Epsilon:    0.01
Iteration:  168300, Train reward:    52.29, Eval reward:  -42.997, TD loss: 151.856, Epsiode:  261, Epsilon:    0.01
Iteration:  168400, Train reward:   59.715, Eval reward:  -61.764, TD loss: 150.488, Epsiode:  261, Epsilon:    0.01
Iteration:  168500, Train reward:   48.147, Eval reward:  -65.625, TD loss: 156.633, Epsiode:  262, Epsilon:    0.01
Iteration:  168600, Train reward:   47.759, Eval reward:  -54.543, TD loss: 134.718, Epsiode:  262, Epsilon:    0.01
Iteration:  168700, Train reward:   67.459, Eval reward:  -51.562, TD loss: 143.325, Epsiode:  262, Epsilon:    0.01
Iteration:  168800, Train reward:   54.349, Eval reward:  -82.768, TD loss:   163.6, Epsiode:  262, Epsilon:    0.01
Iteration:  168900, Train reward:   66.798, Eval reward:  -64.231, TD loss: 153.991, Epsiode:  262, Epsilon:    0.01
Iteration:  169000, Train reward:    47.19, Eval reward:  -13.575, TD loss: 169.804, Epsiode:  262, Epsilon:    0.01
Iteration:  169100, Train reward:   53.308, Eval reward:    8.168, TD loss: 144.208, Epsiode:  262, Epsilon:    0.01
Iteration:  169200, Train reward:   36.455, Eval reward:  -10.167, TD loss: 148.226, Epsiode:  263, Epsilon:    0.01
Iteration:  169300, Train reward:   56.423, Eval reward:   -1.217, TD loss: 159.169, Epsiode:  263, Epsilon:    0.01
Iteration:  169400, Train reward:   47.232, Eval reward:   28.022, TD loss: 128.394, Epsiode:  263, Epsilon:    0.01
Iteration:  169500, Train reward:   44.039, Eval reward:    1.392, TD loss: 150.577, Epsiode:  263, Epsilon:    0.01
Iteration:  169600, Train reward:   79.504, Eval reward:   -0.295, TD loss: 149.354, Epsiode:  263, Epsilon:    0.01
Iteration:  169700, Train reward:   58.015, Eval reward:  -18.132, TD loss: 136.558, Epsiode:  263, Epsilon:    0.01
Iteration:  169800, Train reward:   44.404, Eval reward:    3.877, TD loss: 137.013, Epsiode:  263, Epsilon:    0.01
Iteration:  169900, Train reward:   73.333, Eval reward:   -6.246, TD loss: 121.764, Epsiode:  263, Epsilon:    0.01
Iteration:  170000, Train reward:   61.808, Eval reward: -167.097, TD loss: 141.701, Epsiode:  263, Epsilon:    0.01
Iteration:  170100, Train reward:   37.343, Eval reward:  -160.77, TD loss:   161.2, Epsiode:  264, Epsilon:    0.01
Iteration:  170200, Train reward:   57.379, Eval reward: -153.485, TD loss: 151.995, Epsiode:  264, Epsilon:    0.01
Iteration:  170300, Train reward:   43.386, Eval reward: -160.459, TD loss: 121.717, Epsiode:  264, Epsilon:    0.01
Iteration:  170400, Train reward:    48.99, Eval reward: -173.149, TD loss: 139.911, Epsiode:  264, Epsilon:    0.01
Iteration:  170500, Train reward:    41.98, Eval reward: -165.637, TD loss: 149.812, Epsiode:  264, Epsilon:    0.01
Iteration:  170600, Train reward:   68.564, Eval reward: -153.387, TD loss: 153.838, Epsiode:  265, Epsilon:    0.01
Iteration:  170700, Train reward:   93.292, Eval reward: -149.814, TD loss: 132.801, Epsiode:  265, Epsilon:    0.01
Iteration:  170800, Train reward:   89.107, Eval reward: -164.465, TD loss: 137.455, Epsiode:  265, Epsilon:    0.01
Iteration:  170900, Train reward:   73.641, Eval reward: -160.553, TD loss: 138.172, Epsiode:  265, Epsilon:    0.01
Iteration:  171000, Train reward:   70.874, Eval reward:  109.989, TD loss: 139.535, Epsiode:  265, Epsilon:    0.01
Iteration:  171100, Train reward:   83.494, Eval reward:  110.768, TD loss:  142.12, Epsiode:  265, Epsilon:    0.01
Iteration:  171200, Train reward:   91.339, Eval reward:  102.603, TD loss: 150.807, Epsiode:  265, Epsilon:    0.01
Iteration:  171300, Train reward:   68.252, Eval reward:  116.174, TD loss: 140.732, Epsiode:  265, Epsilon:    0.01
Iteration:  171400, Train reward:   68.897, Eval reward:  115.055, TD loss: 143.445, Epsiode:  265, Epsilon:    0.01
Iteration:  171500, Train reward:   66.922, Eval reward:  113.115, TD loss: 117.389, Epsiode:  266, Epsilon:    0.01
Iteration:  171600, Train reward:   60.284, Eval reward:  123.358, TD loss: 134.641, Epsiode:  266, Epsilon:    0.01
Iteration:  171700, Train reward:   71.088, Eval reward:  126.574, TD loss: 132.127, Epsiode:  266, Epsilon:    0.01
Iteration:  171800, Train reward:   71.951, Eval reward:  125.136, TD loss: 129.304, Epsiode:  266, Epsilon:    0.01
Iteration:  171900, Train reward:   57.489, Eval reward:  114.389, TD loss:  147.77, Epsiode:  266, Epsilon:    0.01
Iteration:  172000, Train reward:   59.109, Eval reward:  -46.372, TD loss: 145.063, Epsiode:  266, Epsilon:    0.01
Iteration:  172100, Train reward:   80.535, Eval reward:  -56.054, TD loss: 141.229, Epsiode:  266, Epsilon:    0.01
Iteration:  172200, Train reward:   56.586, Eval reward:  -73.356, TD loss: 134.392, Epsiode:  266, Epsilon:    0.01
Iteration:  172300, Train reward:   64.432, Eval reward:  -38.143, TD loss: 141.881, Epsiode:  266, Epsilon:    0.01
Iteration:  172400, Train reward:   75.085, Eval reward:  -40.064, TD loss: 147.188, Epsiode:  266, Epsilon:    0.01
Iteration:  172500, Train reward:   34.829, Eval reward:  -57.557, TD loss: 115.504, Epsiode:  267, Epsilon:    0.01
Iteration:  172600, Train reward:   34.015, Eval reward:  -56.416, TD loss: 131.791, Epsiode:  267, Epsilon:    0.01
Iteration:  172700, Train reward:   36.249, Eval reward:  -64.458, TD loss: 147.154, Epsiode:  267, Epsilon:    0.01
Iteration:  172800, Train reward:   51.489, Eval reward:  -54.674, TD loss: 149.305, Epsiode:  267, Epsilon:    0.01
Iteration:  172900, Train reward:   40.871, Eval reward:  -38.412, TD loss: 147.314, Epsiode:  267, Epsilon:    0.01
Iteration:  173000, Train reward:   55.401, Eval reward:   75.407, TD loss:   154.2, Epsiode:  267, Epsilon:    0.01
Iteration:  173100, Train reward:   51.963, Eval reward:   67.397, TD loss: 143.261, Epsiode:  267, Epsilon:    0.01
Iteration:  173200, Train reward:   58.024, Eval reward:   88.565, TD loss: 151.678, Epsiode:  268, Epsilon:    0.01
Iteration:  173300, Train reward:   39.699, Eval reward:   77.268, TD loss: 154.892, Epsiode:  268, Epsilon:    0.01
Iteration:  173400, Train reward:   67.895, Eval reward:   71.501, TD loss: 151.076, Epsiode:  268, Epsilon:    0.01
Iteration:  173500, Train reward:   56.359, Eval reward:   78.003, TD loss: 153.893, Epsiode:  268, Epsilon:    0.01
Iteration:  173600, Train reward:   50.043, Eval reward:   82.231, TD loss: 143.562, Epsiode:  268, Epsilon:    0.01
